IndicatorID,IndicatorName,IndicatorUnits,ProjectID,EIPProjectNumber,IndicatorProjectYear,IndicatorProjectValue,PMSubcategoryName1,PMSubcategoryOption1,PMSubcategoryName2,PMSubcategoryOption2,PMSubcategoryName3,PMSubcategoryOption3,PMSubcategoryName4,PMSubcategoryOption4
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2022,58.348,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,170,02.01.01.0025,2023,60.4,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Maintenance,Property Ownership,Nevada Division of State Lands
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2016,1408.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2014,559.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2014,26.0,Treatment Zone,Urban Core,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2014,464.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2013,710.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2012,1600.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2009,1322.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2014,37.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2015,350.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2015,252.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2015,701.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2012,870.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2012,929.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2017,512.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2017,449.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2017,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2018,166.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2018,47.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2018,483.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2019,290.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2019,290.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2020,142.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2020,142.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2021,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2021,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Biomass Removal,Initial or Maintenance Treatment,Maintenance,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2022,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2022,20.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2023,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,174,02.01.01.0026,2023,29.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2016,13.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2013,150.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2012,288.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2011,163.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2010,100.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2009,500.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2014,111.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2015,136.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2016,96.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2017,68.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2018,31.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2019,25.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2020,29.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2021,20.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2022,40.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,179,02.01.01.0027,2023,7.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,186,02.01.01.0028,2010,2348.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,186,02.01.01.0028,2010,1129.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2014,384.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2014,339.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2015,288.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2015,617.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2016,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2016,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2017,499.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2017,435.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2018,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2018,416.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2019,385.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2019,385.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2021,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2021,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2022,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2022,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2023,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,187,02.01.01.0029,2023,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Threat Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2016,0.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2017,282.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2015,13.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2014,149.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2013,281.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2012,620.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2011,1400.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2017,57.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2018,249.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,188,02.01.01.0030,2018,0.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Biomass Removal,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2016,341.0,Treatment Zone,Community Defense Zone,Treatment Type,Mastication,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2016,326.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2016,341.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2017,110.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2018,247.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2019,438.0,Treatment Zone,Threat Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2021,0.0,Treatment Zone,Threat Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2022,0.0,Treatment Zone,Threat Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,236,02.01.01.0032,2023,0.0,Treatment Zone,Threat Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,U.S. Forest Service
19,Acres of Forest Fuels Reduction Treatment,acres,248,02.01.01.0033,2009,3.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,250,02.01.01.0034,2015,155.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,250,02.01.01.0034,2014,102.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,250,02.01.01.0034,2014,173.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,255,02.01.01.0035,2010,7.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,256,02.01.01.0036,2009,14.5,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,257,02.01.01.0037,2009,8.5,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,263,02.01.01.0038,2010,15.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Mastication,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,264,02.01.01.0039,2009,42.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,268,02.01.01.0040,2013,26.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,268,02.01.01.0040,2015,26.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,270,02.01.01.0041,2013,47.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,273,02.01.01.0042,2009,64.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,274,02.01.01.0043,2009,80.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,304,02.01.01.0044,2009,88.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,304,02.01.01.0044,2008,339.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Mechanical Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,304,02.01.01.0044,2007,110.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,304,02.01.01.0044,2010,925.0,Property Ownership,U.S. Forest Service,Initial or Maintenance Treatment,Initial,Treatment Type,Prescribed Burning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,1409,02.01.01.0045,2012,20.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,1410,02.01.01.0046,2013,10.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,1411,02.01.01.0047,2013,10.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,1412,02.01.01.0048,2013,30.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Community Defense Zone
19,Acres of Forest Fuels Reduction Treatment,acres,1416,02.01.01.0049,2012,15.0,Property Ownership,California Tahoe Conservancy,Initial or Maintenance Treatment,Initial,Treatment Type,Hand Thinning,Treatment Zone,Urban Core
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2015,30.0,Treatment Zone,Community Defense Zone,Treatment Type,Mechanical Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2014,171.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2014,234.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2011,553.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2009,1405.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2012,452.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2010,1163.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2013,322.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2015,191.0,Treatment Zone,Community Defense Zone,Treatment Type,Prescribed Burning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2015,199.0,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1421,02.01.01.0050,2016,20.38,Treatment Zone,Community Defense Zone,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,"Local public lands (fire districts, counties, GIDs, PUDs, etc.)"
19,Acres of Forest Fuels Reduction Treatment,acres,1616,02.01.01.0051,2011,30.0,Treatment Zone,Urban Core,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,California Tahoe Conservancy
19,Acres of Forest Fuels Reduction Treatment,acres,1617,02.01.01.0052,2012,47.0,Treatment Zone,Urban Core,Treatment Type,Hand Thinning,Initial or Maintenance Treatment,Initial,Property Ownership,California Tahoe Conservancy
